TRIREDRAFT_102382	K01069
TRIREDRAFT_4751	K11236
TRIREDRAFT_47510	K03965
TRIREDRAFT_47600	K18725
TRIREDRAFT_47603	K01027
TRIREDRAFT_47621	K20826
TRIREDRAFT_47635	K15859
TRIREDRAFT_4767	K01012
TRIREDRAFT_47766	K12591
TRIREDRAFT_47795	K02969
TRIREDRAFT_47806	K24611
TRIREDRAFT_47814	K05906
TRIREDRAFT_47829	K15414
TRIREDRAFT_47838	K10753
TRIREDRAFT_47897	K08711
TRIREDRAFT_47926	K08869
TRIREDRAFT_47930	K15104
TRIREDRAFT_47971	K03362
TRIREDRAFT_47987	K07238
TRIREDRAFT_48001	K09527
TRIREDRAFT_48055	K09550
TRIREDRAFT_48080	K22243
TRIREDRAFT_48146	K01869
TRIREDRAFT_48170	K02901
TRIREDRAFT_48225	K11427
TRIREDRAFT_48295	K23566
TRIREDRAFT_48301	K14573
TRIREDRAFT_48351	K08342
TRIREDRAFT_48366	K03031
TRIREDRAFT_48386	K06067
TRIREDRAFT_4847	K18191
TRIREDRAFT_48478	K08486
TRIREDRAFT_48482	K06990
TRIREDRAFT_4851	K07005
TRIREDRAFT_48516	K15628
TRIREDRAFT_4860	K00589
TRIREDRAFT_48603	K01126
TRIREDRAFT_4862	K15450
TRIREDRAFT_48686	K15732
TRIREDRAFT_48707	K16055
TRIREDRAFT_4875	K14334
TRIREDRAFT_4876	K03381
TRIREDRAFT_4878	K00416
TRIREDRAFT_48788	K00667
TRIREDRAFT_48792	K01487
TRIREDRAFT_48819	K24278
TRIREDRAFT_48835	K12492
TRIREDRAFT_48883	K00415
TRIREDRAFT_48910	K15427
TRIREDRAFT_48951	K27691
TRIREDRAFT_4901	K18182
TRIREDRAFT_49038	K03256
TRIREDRAFT_49059	K12598
TRIREDRAFT_49081	K18578
TRIREDRAFT_49112	K01845
TRIREDRAFT_4913	K22991
TRIREDRAFT_49149	K12273
TRIREDRAFT_4915	K10416
TRIREDRAFT_49197	K01868
TRIREDRAFT_49205	K00428
TRIREDRAFT_49213	K06630
TRIREDRAFT_49304	K12177
TRIREDRAFT_4933	K22484
TRIREDRAFT_4936	K20403
TRIREDRAFT_49373	K14549
TRIREDRAFT_4939	K15075
TRIREDRAFT_49399	K00787
TRIREDRAFT_49409	K08257
TRIREDRAFT_4941	K01904
TRIREDRAFT_4945	K11228
TRIREDRAFT_4947	K20301
TRIREDRAFT_49489	K01897
TRIREDRAFT_4950	K20989
TRIREDRAFT_49517	K20824
TRIREDRAFT_49522	K03145
TRIREDRAFT_49594	K17778
TRIREDRAFT_49753	K25880
TRIREDRAFT_49770	K14779
TRIREDRAFT_4981	K01687
TRIREDRAFT_49818	K10632
TRIREDRAFT_4982	K01358
TRIREDRAFT_49838	K20308
TRIREDRAFT_49854	K09043
TRIREDRAFT_49864	K00551
TRIREDRAFT_49873	K03137
TRIREDRAFT_4989	K07739
TRIREDRAFT_49898	K02564
TRIREDRAFT_49909	K02992
TRIREDRAFT_49918	K03120
TRIREDRAFT_49923	K03037
TRIREDRAFT_49970	K03317
TRIREDRAFT_49976	K01179
TRIREDRAFT_49992	K12389
TRIREDRAFT_5000	K08192
TRIREDRAFT_50039	K04564
TRIREDRAFT_50068	K00898
TRIREDRAFT_50077	K16261
TRIREDRAFT_5013	K18732
TRIREDRAFT_50131	K13352
TRIREDRAFT_50159	K00606
TRIREDRAFT_50160	K20003
TRIREDRAFT_50249	K13726
TRIREDRAFT_50268	K11121
TRIREDRAFT_50335	K04393
TRIREDRAFT_5041	K03136
TRIREDRAFT_50429	K18178
TRIREDRAFT_50449	K03626
TRIREDRAFT_5048	K03938
TRIREDRAFT_50491	K24971
TRIREDRAFT_50516	K02155
TRIREDRAFT_50531	K00164
TRIREDRAFT_50539	K11665
TRIREDRAFT_50542	K06185
TRIREDRAFT_50583	K01487
TRIREDRAFT_50607	K00637
TRIREDRAFT_50616	K01027
TRIREDRAFT_5064	K03022
TRIREDRAFT_50647	K10601
TRIREDRAFT_5066	K12947
TRIREDRAFT_50707	K03364
TRIREDRAFT_50786	K17891
TRIREDRAFT_50793	K00505
TRIREDRAFT_5091	K13566
TRIREDRAFT_50913	K02365
TRIREDRAFT_5095	K12870
TRIREDRAFT_50996	K28063
TRIREDRAFT_5107	K01505
TRIREDRAFT_51103	K01694
TRIREDRAFT_51110	K16261
TRIREDRAFT_51130	K08738
TRIREDRAFT_51153	K03844
TRIREDRAFT_51171	K24970
TRIREDRAFT_5119	K19791
TRIREDRAFT_51197	K27706
TRIREDRAFT_51212	K02932
TRIREDRAFT_51228	K11372
TRIREDRAFT_5127	K03097
TRIREDRAFT_51287	K11429
TRIREDRAFT_5135	K00107
TRIREDRAFT_51378	K08337
TRIREDRAFT_5140	K12863
TRIREDRAFT_51420	K14191
TRIREDRAFT_51426	K02908
TRIREDRAFT_51430	K02866
TRIREDRAFT_51443	K20463
TRIREDRAFT_51455	K18655
TRIREDRAFT_5148	K10609
TRIREDRAFT_51483	K01560
TRIREDRAFT_51492	K00698
TRIREDRAFT_51499	K00053
TRIREDRAFT_51528	K20408
TRIREDRAFT_51558	K10520
TRIREDRAFT_51562	K00866
TRIREDRAFT_51603	K17759
TRIREDRAFT_5164	K03005
TRIREDRAFT_51650	K21989
TRIREDRAFT_51707	K17795
TRIREDRAFT_51722	K14816
TRIREDRAFT_51734	K17301
TRIREDRAFT_51806	K00981
TRIREDRAFT_5182	K07223
TRIREDRAFT_51868	K22756
TRIREDRAFT_51893	K17862
TRIREDRAFT_51946	K23542
TRIREDRAFT_5196	K15161
TRIREDRAFT_51967	K02835
TRIREDRAFT_52050	K05864
TRIREDRAFT_52055	K00031
TRIREDRAFT_5209	K07904
TRIREDRAFT_52130	K06268
TRIREDRAFT_52144	K04460
TRIREDRAFT_52172	K23563
TRIREDRAFT_52185	K17945
TRIREDRAFT_52208	K14006
TRIREDRAFT_52248	K14775
TRIREDRAFT_52267	K00009
TRIREDRAFT_5227	K01870
TRIREDRAFT_52315	K14686
TRIREDRAFT_5233	K14455
TRIREDRAFT_52337	K03671
TRIREDRAFT_52375	K00130
TRIREDRAFT_52446	K01309
TRIREDRAFT_52451	K10949
TRIREDRAFT_52456	K09518
TRIREDRAFT_5247	K00567
TRIREDRAFT_5249	K15523
TRIREDRAFT_5250	K12195
TRIREDRAFT_52520	K06656
TRIREDRAFT_52550	K12471
TRIREDRAFT_52553	K14297
TRIREDRAFT_52587	K20523
TRIREDRAFT_52665	K11841
TRIREDRAFT_52670	K15115
TRIREDRAFT_5270	K08764
TRIREDRAFT_52763	K02905
TRIREDRAFT_52829	K23544
TRIREDRAFT_52847	K03949
TRIREDRAFT_52924	K12236
TRIREDRAFT_52956	K20777
TRIREDRAFT_5296	K03785
TRIREDRAFT_52972	K24935
TRIREDRAFT_52976	K14838
TRIREDRAFT_53004	K02555
TRIREDRAFT_53025	K23323
TRIREDRAFT_53044	K13026
TRIREDRAFT_53046	K20352
TRIREDRAFT_53076	K15902
TRIREDRAFT_53079	K14338
TRIREDRAFT_53080	K22856
TRIREDRAFT_53091	K17989
TRIREDRAFT_53103	K12736
TRIREDRAFT_53105	K02320
TRIREDRAFT_53123	K18123
TRIREDRAFT_53168	K21294
TRIREDRAFT_53169	K00916
TRIREDRAFT_53172	K18328
TRIREDRAFT_53187	K03190
TRIREDRAFT_53220	K08726
TRIREDRAFT_53226	K24814
TRIREDRAFT_53254	K13280
TRIREDRAFT_53259	K15901
TRIREDRAFT_53286	K11600
TRIREDRAFT_53302	K00467
TRIREDRAFT_53316	K20300
TRIREDRAFT_53318	K02264
TRIREDRAFT_53342	K13336
TRIREDRAFT_53350	K17434
TRIREDRAFT_53366	K07566
TRIREDRAFT_5337	K00681
TRIREDRAFT_53381	K15192
TRIREDRAFT_53402	K08850
TRIREDRAFT_53428	K07755
TRIREDRAFT_53437	K15174
TRIREDRAFT_53443	K11560
TRIREDRAFT_53446	K14793
TRIREDRAFT_53462	K20301
TRIREDRAFT_53484	K06648
TRIREDRAFT_53498	K12161
TRIREDRAFT_5350	K12272
TRIREDRAFT_53503	K22134
TRIREDRAFT_53526	K25880
TRIREDRAFT_53529	K14798
TRIREDRAFT_53535	K08497
TRIREDRAFT_53542	K08257
TRIREDRAFT_53554	K02734
TRIREDRAFT_53558	K05658
TRIREDRAFT_53567	K00383
TRIREDRAFT_53585	K03127
TRIREDRAFT_5359	K09958
TRIREDRAFT_53601	K08513
TRIREDRAFT_53615	K22382
TRIREDRAFT_53628	K14962
TRIREDRAFT_53647	K28035
TRIREDRAFT_53659	K10997
TRIREDRAFT_53660	K10863
TRIREDRAFT_53669	K03249
TRIREDRAFT_53684	K11551
TRIREDRAFT_53721	K10735
TRIREDRAFT_53728	K01507
TRIREDRAFT_53731	K01179
TRIREDRAFT_5377	K05287
TRIREDRAFT_53776	K13303
TRIREDRAFT_53785	K14300
TRIREDRAFT_53796	K18477
TRIREDRAFT_53811	K12398
TRIREDRAFT_53818	K12608
TRIREDRAFT_53848	K14284
TRIREDRAFT_5387	K03943
TRIREDRAFT_53888	K06911
TRIREDRAFT_53902	K19692
TRIREDRAFT_53939	K03510
TRIREDRAFT_53964	K01569
TRIREDRAFT_53972	K14778
TRIREDRAFT_53986	K03424
TRIREDRAFT_53989	K00846
TRIREDRAFT_53995	K14845
TRIREDRAFT_5403	K12663
TRIREDRAFT_54042	K20291
TRIREDRAFT_54064	K17678
TRIREDRAFT_5407	K12840
TRIREDRAFT_54071	K01950
TRIREDRAFT_54086	K17742
TRIREDRAFT_54128	K01754
TRIREDRAFT_54160	K22121
TRIREDRAFT_54171	K16315
TRIREDRAFT_54179	K00799
TRIREDRAFT_54181	K02304
TRIREDRAFT_54195	K15563
TRIREDRAFT_54219	K05972
TRIREDRAFT_54244	K03351
TRIREDRAFT_54256	K12831
TRIREDRAFT_54260	K00463
TRIREDRAFT_54283	K16330
TRIREDRAFT_5431	K20044
TRIREDRAFT_54329	K22733
TRIREDRAFT_54330	K11121
TRIREDRAFT_54335	K11370
TRIREDRAFT_54349	K11098
TRIREDRAFT_5436	K18171
TRIREDRAFT_54365	K14997
TRIREDRAFT_54366	K12349
TRIREDRAFT_54384	K19730
TRIREDRAFT_54395	K19838
TRIREDRAFT_54408	K12878
TRIREDRAFT_54419	K03685
TRIREDRAFT_54441	K12232
TRIREDRAFT_54448	K00809
TRIREDRAFT_54450	K00987
TRIREDRAFT_54454	K03036
TRIREDRAFT_54461	K08192
TRIREDRAFT_54469	K27692
TRIREDRAFT_54508	K03635
TRIREDRAFT_54514	K22386
TRIREDRAFT_54521	K24104
TRIREDRAFT_54525	K00140
TRIREDRAFT_54535	K14774
TRIREDRAFT_54541	K06669
TRIREDRAFT_54550	K00059
TRIREDRAFT_54554	K01495
TRIREDRAFT_54564	K00318
TRIREDRAFT_54589	K17607
TRIREDRAFT_54596	K27833
TRIREDRAFT_54598	K11770
TRIREDRAFT_54611	K17278
TRIREDRAFT_5466	K11246
TRIREDRAFT_54667	K18660
TRIREDRAFT_54670	K11648
TRIREDRAFT_54674	K24736
TRIREDRAFT_54676	K02260
TRIREDRAFT_54683	K20456
TRIREDRAFT_54686	K17440
TRIREDRAFT_54709	K12873
TRIREDRAFT_54710	K02606
TRIREDRAFT_54722	K14169
TRIREDRAFT_54736	K11594
TRIREDRAFT_54784	K22120
TRIREDRAFT_54809	K24194
TRIREDRAFT_54813	K20823
TRIREDRAFT_54852	K12868
TRIREDRAFT_54858	K26410
TRIREDRAFT_54870	K01908
TRIREDRAFT_54886	K00799
TRIREDRAFT_54954	K05665
TRIREDRAFT_54961	K23387
TRIREDRAFT_54962	K07243
TRIREDRAFT_55005	K08098
TRIREDRAFT_55029	K14850
TRIREDRAFT_55039	K10745
TRIREDRAFT_55055	K25004
TRIREDRAFT_5506	K12818
TRIREDRAFT_55060	K10396
TRIREDRAFT_55067	K17796
TRIREDRAFT_55077	K08141
TRIREDRAFT_55088	K03937
TRIREDRAFT_55099	K00974
TRIREDRAFT_55114	K14642
TRIREDRAFT_55123	K00618
TRIREDRAFT_55125	K03164
TRIREDRAFT_55126	K10639
TRIREDRAFT_55161	K00102
TRIREDRAFT_55172	K15262
TRIREDRAFT_55179	K25365
TRIREDRAFT_55180	K12179
TRIREDRAFT_55183	K14840
TRIREDRAFT_55185	K03013
TRIREDRAFT_55191	K16075
TRIREDRAFT_55201	K11254
TRIREDRAFT_55204	K02151
TRIREDRAFT_55205	K18162
TRIREDRAFT_55208	K06685
TRIREDRAFT_55213	K15440
TRIREDRAFT_55237	K23565
TRIREDRAFT_55240	K03282
TRIREDRAFT_55242	K11566
TRIREDRAFT_55245	K00852
TRIREDRAFT_55276	K17362
TRIREDRAFT_55318	K11824
TRIREDRAFT_55319	K20844
TRIREDRAFT_55321	K05285
TRIREDRAFT_55341	K00698
TRIREDRAFT_55349	K03540
TRIREDRAFT_55351	K14171
TRIREDRAFT_55353	K09680
TRIREDRAFT_5536	K06867
TRIREDRAFT_55362	K03283
TRIREDRAFT_55365	K11569
TRIREDRAFT_55381	K11768
TRIREDRAFT_55384	K14403
TRIREDRAFT_55406	K20404
TRIREDRAFT_55415	K18443
TRIREDRAFT_55417	K10413
TRIREDRAFT_55421	K23327
TRIREDRAFT_55467	K06628
TRIREDRAFT_55508	K18798
TRIREDRAFT_55511	K14692
TRIREDRAFT_55534	K01001
TRIREDRAFT_55543	K08959
TRIREDRAFT_55545	K14554
TRIREDRAFT_55548	K15152
TRIREDRAFT_55550	K11827
TRIREDRAFT_55552	K01527
TRIREDRAFT_55570	K07195
TRIREDRAFT_55575	K22686
TRIREDRAFT_55589	K12587
TRIREDRAFT_55595	K07300
TRIREDRAFT_55627	K00993
TRIREDRAFT_55631	K01115
TRIREDRAFT_55636	K05665
TRIREDRAFT_55644	K02729
TRIREDRAFT_55660	K03000
TRIREDRAFT_55669	K12584
TRIREDRAFT_55681	K01724
TRIREDRAFT_55706	K03347
TRIREDRAFT_55719	K08832
TRIREDRAFT_55723	K19564
TRIREDRAFT_55752	K17428
TRIREDRAFT_55766	K06943
TRIREDRAFT_55788	K10575
TRIREDRAFT_55790	K00555
TRIREDRAFT_55796	K23966
TRIREDRAFT_55802	K08257
TRIREDRAFT_55803	K07179
TRIREDRAFT_55857	K19986
TRIREDRAFT_55891	K04532
TRIREDRAFT_55902	K10739
TRIREDRAFT_55928	K11541
TRIREDRAFT_55939	K23338
TRIREDRAFT_55945	K17637
TRIREDRAFT_55969	K03236
TRIREDRAFT_5598	K11866
TRIREDRAFT_55981	K15334
TRIREDRAFT_55993	K11343
TRIREDRAFT_55999	K07407
TRIREDRAFT_56002	K13941
TRIREDRAFT_56064	K19327
TRIREDRAFT_56070	K13106
TRIREDRAFT_56074	K20048
TRIREDRAFT_56081	K00997
TRIREDRAFT_56089	K22943
TRIREDRAFT_5610	K05662
TRIREDRAFT_56117	K15918
TRIREDRAFT_56118	K08762
TRIREDRAFT_5612	K08192
TRIREDRAFT_5614	K25043
TRIREDRAFT_56169	K12190
TRIREDRAFT_56196	K18192
TRIREDRAFT_56203	K07542
TRIREDRAFT_56215	K06693
TRIREDRAFT_56236	K00559
TRIREDRAFT_56261	K25703
TRIREDRAFT_56267	K00868
TRIREDRAFT_56289	K08192
TRIREDRAFT_56314	K28029
TRIREDRAFT_56318	K20347
TRIREDRAFT_56328	K27841
TRIREDRAFT_5633	K22696
TRIREDRAFT_56341	K15378
TRIREDRAFT_56345	K15508
TRIREDRAFT_56384	K11294
TRIREDRAFT_56390	K09561
TRIREDRAFT_56396	K08900
TRIREDRAFT_56418	K01210
TRIREDRAFT_56421	K14684
TRIREDRAFT_56426	K07297
TRIREDRAFT_56431	K20803
TRIREDRAFT_56434	K14826
TRIREDRAFT_56448	K01183
TRIREDRAFT_5645	K00681
TRIREDRAFT_56467	K15108
TRIREDRAFT_56470	K03778
TRIREDRAFT_56499	K13985
TRIREDRAFT_56515	K08740
TRIREDRAFT_56559	K17435
TRIREDRAFT_5656	K08141
TRIREDRAFT_56565	K17806
TRIREDRAFT_56568	K17888
TRIREDRAFT_56582	K10610
TRIREDRAFT_5659	K12813
TRIREDRAFT_56605	K20063
TRIREDRAFT_56614	K15631
TRIREDRAFT_56625	K18703
TRIREDRAFT_56631	K01783
TRIREDRAFT_56638	K02369
TRIREDRAFT_5664	K06647
TRIREDRAFT_56687	K21292
TRIREDRAFT_56690	K00971
TRIREDRAFT_56720	K26751
TRIREDRAFT_56726	K00166
TRIREDRAFT_56744	K07300
TRIREDRAFT_56772	K03124
TRIREDRAFT_56780	K10981
TRIREDRAFT_56789	K02213
TRIREDRAFT_56812	K03850
TRIREDRAFT_56819	K07393
TRIREDRAFT_56831	K04082
TRIREDRAFT_56856	K10733
TRIREDRAFT_56872	K17615
TRIREDRAFT_56876	K27886
TRIREDRAFT_56911	K20989
TRIREDRAFT_56920	K05994
TRIREDRAFT_56934	K00851
TRIREDRAFT_56952	K12306
TRIREDRAFT_56996	K19355
TRIREDRAFT_57002	K11996
TRIREDRAFT_57010	K11713
TRIREDRAFT_57016	K08838
TRIREDRAFT_57045	K08726
TRIREDRAFT_57071	K23802
TRIREDRAFT_57088	K14708
TRIREDRAFT_57091	K15280
TRIREDRAFT_5710	K14558
TRIREDRAFT_57100	K11763
TRIREDRAFT_57128	K01196
TRIREDRAFT_57129	K22939
TRIREDRAFT_57140	K25079
TRIREDRAFT_57141	K09828
TRIREDRAFT_57169	K14650
TRIREDRAFT_57178	K13093
TRIREDRAFT_57179	K15532
TRIREDRAFT_57185	K19564
TRIREDRAFT_57198	K10849
TRIREDRAFT_57217	K24752
TRIREDRAFT_57220	K11483
TRIREDRAFT_57252	K14407
TRIREDRAFT_57263	K00231
TRIREDRAFT_57274	K20476
TRIREDRAFT_57277	K16219
TRIREDRAFT_57282	K25877
TRIREDRAFT_57286	K14968
TRIREDRAFT_57291	K14347
TRIREDRAFT_57295	K11292
TRIREDRAFT_57302	K00287
TRIREDRAFT_57322	K00838
TRIREDRAFT_57334	K10591
TRIREDRAFT_57335	K15363
TRIREDRAFT_57357	K22073
TRIREDRAFT_57391	K12862
TRIREDRAFT_57399	K04345
TRIREDRAFT_5742	K15448
TRIREDRAFT_57421	K23469
TRIREDRAFT_57430	K11204
TRIREDRAFT_57435	K16570
TRIREDRAFT_57488	K03165
TRIREDRAFT_57494	K14550
TRIREDRAFT_57508	K17065
TRIREDRAFT_57513	K11230
TRIREDRAFT_57526	K04627
TRIREDRAFT_57528	K05275
TRIREDRAFT_57535	K01512
TRIREDRAFT_57537	K23567
TRIREDRAFT_57568	K11137
TRIREDRAFT_57595	K02935
TRIREDRAFT_57600	K25639
TRIREDRAFT_57608	K11654
TRIREDRAFT_57613	K13288
TRIREDRAFT_57631	K21632
TRIREDRAFT_57632	K14791
TRIREDRAFT_57666	K14832
TRIREDRAFT_57676	K03246
TRIREDRAFT_5771	K18042
TRIREDRAFT_57750	K13886
TRIREDRAFT_5776	K01810
TRIREDRAFT_57832	K23952
TRIREDRAFT_57857	K01192
TRIREDRAFT_57868	K00286
TRIREDRAFT_57869	K14396
TRIREDRAFT_5787	K16261
TRIREDRAFT_57870	K11495
TRIREDRAFT_57904	K02178
TRIREDRAFT_57923	K12861
TRIREDRAFT_57935	K11786
TRIREDRAFT_57947	K00643
TRIREDRAFT_57957	K20286
TRIREDRAFT_57975	K01771
TRIREDRAFT_57997	K20520
TRIREDRAFT_58036	K09548
TRIREDRAFT_58055	K06125
TRIREDRAFT_58063	K14545
TRIREDRAFT_5807	K15923
TRIREDRAFT_58073	K01599
TRIREDRAFT_58076	K10771
TRIREDRAFT_58117	K01205
TRIREDRAFT_58119	K11396
TRIREDRAFT_5812	K05275
TRIREDRAFT_58125	K02735
TRIREDRAFT_58150	K11874
TRIREDRAFT_58162	K04711
TRIREDRAFT_58170	K00894
TRIREDRAFT_58183	K13100
TRIREDRAFT_58184	K02325
TRIREDRAFT_58188	K00698
TRIREDRAFT_58201	K03940
TRIREDRAFT_58205	K08851
TRIREDRAFT_58213	K10885
TRIREDRAFT_58220	K28059
TRIREDRAFT_58267	K05543
TRIREDRAFT_58289	K15385
TRIREDRAFT_58296	K28028
TRIREDRAFT_58299	K14848
TRIREDRAFT_58321	K10689
TRIREDRAFT_58356	K00864
TRIREDRAFT_5836	K01192
TRIREDRAFT_58363	K06927
TRIREDRAFT_58391	K25164
TRIREDRAFT_58404	K22138
TRIREDRAFT_58405	K12836
TRIREDRAFT_58412	K00002
TRIREDRAFT_58427	K12823
TRIREDRAFT_58428	K14852
TRIREDRAFT_58450	K15920
TRIREDRAFT_5847	K13104
TRIREDRAFT_58472	K03781
TRIREDRAFT_58476	K08856
TRIREDRAFT_58493	K02265
TRIREDRAFT_5850	K00966
TRIREDRAFT_58509	K10777
TRIREDRAFT_58511	K28030
TRIREDRAFT_58519	K17786
TRIREDRAFT_58539	K17408
TRIREDRAFT_58549	K26680
TRIREDRAFT_58550	K03434
TRIREDRAFT_58561	K28028
TRIREDRAFT_58574	K01673
TRIREDRAFT_58584	K03441
TRIREDRAFT_58587	K19704
TRIREDRAFT_58607	K06199
TRIREDRAFT_58609	K05529
TRIREDRAFT_58612	K22285
TRIREDRAFT_58613	K00949
TRIREDRAFT_58627	K14810
TRIREDRAFT_58628	K21455
TRIREDRAFT_58631	K15505
TRIREDRAFT_58636	K20195
TRIREDRAFT_58638	K12188
TRIREDRAFT_58640	K18172
TRIREDRAFT_58651	K01939
TRIREDRAFT_58654	K05956
TRIREDRAFT_58658	K19783
TRIREDRAFT_58689	K09831
TRIREDRAFT_58694	K20241
TRIREDRAFT_58701	K01809
TRIREDRAFT_58734	K09549
TRIREDRAFT_58790	K06116
TRIREDRAFT_58804	K10994
TRIREDRAFT_58815	K03885
TRIREDRAFT_58837	K03639
TRIREDRAFT_58848	K09022
TRIREDRAFT_58869	K17867
TRIREDRAFT_5888	K01426
TRIREDRAFT_5889	K14333
TRIREDRAFT_58899	K05658
TRIREDRAFT_58928	K11367
TRIREDRAFT_58952	K01537
TRIREDRAFT_58953	K15388
TRIREDRAFT_58960	K10731
TRIREDRAFT_58971	K14292
TRIREDRAFT_58976	K15216
TRIREDRAFT_5898	K11979
TRIREDRAFT_5899	K02540
TRIREDRAFT_58990	K08496
TRIREDRAFT_59014	K08711
TRIREDRAFT_59023	K04564
TRIREDRAFT_59068	K00877
TRIREDRAFT_59070	K13338
TRIREDRAFT_59073	K09123
TRIREDRAFT_59081	K20247
TRIREDRAFT_59082	K01183
TRIREDRAFT_59098	K08267
TRIREDRAFT_59105	K12881
TRIREDRAFT_5912	K08331
TRIREDRAFT_59147	K10772
TRIREDRAFT_5916	K11378
TRIREDRAFT_59168	K14018
TRIREDRAFT_5917	K14168
TRIREDRAFT_59184	K12599
TRIREDRAFT_59190	K08192
TRIREDRAFT_59232	K14575
TRIREDRAFT_59248	K14784
TRIREDRAFT_59267	K01568
TRIREDRAFT_59270	K26089
TRIREDRAFT_59280	K05755
TRIREDRAFT_59296	K03352
TRIREDRAFT_59333	K08192
TRIREDRAFT_59346	K19877
TRIREDRAFT_59359	K06101
TRIREDRAFT_59388	K08141
TRIREDRAFT_59402	K18064
TRIREDRAFT_59417	K03509
TRIREDRAFT_59472	K15116
TRIREDRAFT_59542	K19940
TRIREDRAFT_59544	K10706
TRIREDRAFT_59578	K01182
TRIREDRAFT_59579	K17801
TRIREDRAFT_59584	K18170
TRIREDRAFT_59598	K11801
TRIREDRAFT_59609	K11360
TRIREDRAFT_59668	K06684
TRIREDRAFT_59672	K07078
TRIREDRAFT_59689	K01192
TRIREDRAFT_59705	K18726
TRIREDRAFT_59726	K25656
TRIREDRAFT_59747	K20643
TRIREDRAFT_59751	K01164
TRIREDRAFT_59768	K15447
TRIREDRAFT_59771	K06125
TRIREDRAFT_59814	K03135
TRIREDRAFT_59836	K14285
TRIREDRAFT_59838	K00471
TRIREDRAFT_59843	K01907
TRIREDRAFT_59846	K01852
TRIREDRAFT_59894	K26544
TRIREDRAFT_59919	K17437
TRIREDRAFT_59944	K04348
TRIREDRAFT_59952	K19564
TRIREDRAFT_59964	K10740
TRIREDRAFT_59987	K04555
TRIREDRAFT_59988	K13179
TRIREDRAFT_59991	K14831
TRIREDRAFT_59994	K00791
TRIREDRAFT_60000	K02207
TRIREDRAFT_60008	K17439
TRIREDRAFT_60033	K17742
TRIREDRAFT_6005	K08192
TRIREDRAFT_60051	K16196
TRIREDRAFT_60067	K18103
TRIREDRAFT_60089	K00236
TRIREDRAFT_60091	K09647
TRIREDRAFT_60095	K01094
TRIREDRAFT_60136	K20353
TRIREDRAFT_6014	K12843
TRIREDRAFT_6015	K02999
TRIREDRAFT_60162	K03353
TRIREDRAFT_60177	K08192
TRIREDRAFT_60194	K05857
TRIREDRAFT_60232	K00474
TRIREDRAFT_60243	K12393
TRIREDRAFT_60250	K01883
TRIREDRAFT_60255	K15322
TRIREDRAFT_60270	K11593
TRIREDRAFT_60282	K21451
TRIREDRAFT_60283	K11309
TRIREDRAFT_60329	K08192
TRIREDRAFT_60331	K07897
TRIREDRAFT_60338	K07442
TRIREDRAFT_60345	K20289
TRIREDRAFT_60346	K13950
TRIREDRAFT_60349	K06111
TRIREDRAFT_60378	K08900
TRIREDRAFT_60392	K17790
TRIREDRAFT_60402	K03650
TRIREDRAFT_60406	K22071
TRIREDRAFT_60418	K00128
TRIREDRAFT_60419	K22390
TRIREDRAFT_60426	K11578
TRIREDRAFT_60450	K10903
TRIREDRAFT_60458	K22118
TRIREDRAFT_60489	K08095
TRIREDRAFT_60492	K15078
TRIREDRAFT_60508	K13281
TRIREDRAFT_60585	K15202
TRIREDRAFT_60591	K14839
TRIREDRAFT_60608	K11187
TRIREDRAFT_60626	K14007
TRIREDRAFT_60634	K03144
TRIREDRAFT_60671	K16639
TRIREDRAFT_60676	K22684
TRIREDRAFT_60737	K18667
TRIREDRAFT_60743	K09659
TRIREDRAFT_60768	K15033
TRIREDRAFT_60769	K10746
TRIREDRAFT_60779	K11561
TRIREDRAFT_60780	K14801
TRIREDRAFT_60793	K27881
TRIREDRAFT_60810	K07034
TRIREDRAFT_60814	K02434
TRIREDRAFT_60847	K02128
TRIREDRAFT_60849	K17783
TRIREDRAFT_6085	K22150
TRIREDRAFT_60850	K02519
TRIREDRAFT_60855	K15445
TRIREDRAFT_60879	K14790
TRIREDRAFT_60928	K02961
TRIREDRAFT_6096	K01557
TRIREDRAFT_60987	K05665
TRIREDRAFT_61000	K14402
TRIREDRAFT_61020	K17362
TRIREDRAFT_61039	K04799
TRIREDRAFT_61042	K08735
TRIREDRAFT_61074	K05643
TRIREDRAFT_61075	K10838
TRIREDRAFT_61103	K03104
TRIREDRAFT_61114	K16261
TRIREDRAFT_61121	K01137
TRIREDRAFT_61134	K23499
TRIREDRAFT_61153	K01719
TRIREDRAFT_61159	K20290
TRIREDRAFT_61183	K06947
TRIREDRAFT_61189	K21766
TRIREDRAFT_61208	K07277
TRIREDRAFT_61219	K07101
TRIREDRAFT_61223	K21631
TRIREDRAFT_61229	K25186
TRIREDRAFT_61239	K01893
TRIREDRAFT_61258	K05610
TRIREDRAFT_61279	K14544
TRIREDRAFT_61288	K17868
TRIREDRAFT_61292	K17583
TRIREDRAFT_61322	K03514
TRIREDRAFT_61367	K13076
TRIREDRAFT_61374	K08192
TRIREDRAFT_61382	K20318
TRIREDRAFT_61383	K01560
TRIREDRAFT_61408	K05767
TRIREDRAFT_61409	K11849
TRIREDRAFT_61442	K05607
TRIREDRAFT_61465	K08502
TRIREDRAFT_61470	K07953
TRIREDRAFT_61486	K05310
TRIREDRAFT_61503	K18849
TRIREDRAFT_61523	K15455
TRIREDRAFT_61530	K11696
TRIREDRAFT_61541	K11673
TRIREDRAFT_61544	K10756
